id,length,moa,smiles,Ecoli
7728,29,unknown,O=C(N)CC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]([NH3+])CO)[C@@H](C)CC)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC([O-])=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[NH]1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CO)C(N)=O,0
7729,28,lipid bilayer,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCC[NH3+])NC(=O)C[NH3+])Cc1cnc[NH]1)[C@@H](C)CC)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC(=O)N[C@H](CC([O-])=O)C(=O)N[C@H](Cc1ccccc1)C(N)=O)[C@H](C)CC)[C@@H](C)O)C(C)C)C(C)C)C(C)C,0
7730,30,lipid bilayer,C[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](CCC([O-])=O)NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@H](NC(=O)[C@@H](CCSC)NC(=O)[C@@H](CC([O-])=O)NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H](CC(C)C)NC(=O)C[NH3+])[C@H](C)CC)C(C)C)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@H]([C@H](C)CC)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](CO)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCC(N)=O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCC(N)=O)C(N)=O,1
7732,12,unknown,[O-]C(=O)[C@H](CCC([O-])=O)NC(=O)[C@H](CCCC[NH3+])NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)C[NH3+])Cc1c[NH]c2ccccc21)[C@@H](C)O)[C@@H](C)CC,0
7733,25,lipid bilayer,CC(C)[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC([O-])=O)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC([O-])=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)C[NH3+])C(C)C)[C@@H](C)CC)Cc1cnc[NH]1)C(C)C)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(N)=O)[C@@H](C)CC)[C@@H](C)CC,0
7735,23,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)C[NH3+])[C@@H](C)O)CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[NH]1)C(=O)N[C@@H](CCC([O-])=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1cnc[NH]1)C(=O)N[C@@H](C)C(N)=O)C(C)C)[C@@H](C)CC)C(C)C,1
7736,18,lipid bilayer,O=C(N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(N)=O)[C@@H](C)O)[C@@H](C)CC)C(C)C)[C@H](CCCC[NH3+])NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC([O-])=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])Cc1ccccc1)Cc1ccccc1)[C@@H](C)O,0
7737,14,lipid bilayer,O=C(N[C@@H](CC(C)C)C(N)=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H]([NH3+])CC(C)C)[C@@H](C)CC)C(C)C)C(C)C,0
7765,16,lipid bilayer,O=C(N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(N)=O)[C@@H](C)CC)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)Cc1ccccc1)[C@@H](C)CC,0
7766,16,lipid bilayer,NC(=[NH2+])NCCC[C@@H](NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)[C@H](NC(=O)[C@H]([NH3+])CCCNC(=[NH2+])N)Cc1ccccc1)C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@@H](C(N)=O)[C@H](C)CC,0
7767,16,lipid bilayer,[NH2+]=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H]([NH3+])CCCNC(=[NH2+])N)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@@H](C(N)=O)[C@H](C)CC,0
7768,16,lipid bilayer,[NH2+]=C(N)NCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(N)=O)[C@@H](C)CC,0
7811,16,lipid bilayer,[NH2+]=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCC[NH3+])[C@@H](C)O)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(N)=O)[C@@H](C)CC,1
7814,16,lipid bilayer,[NH2+]=C(N)NCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC([O-])=O)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)Cc1ccccc1)[C@@H](C)O)C(=O)N[C@@H](CC([O-])=O)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(N)=O)[C@@H](C)CC,0
7816,16,lipid bilayer,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(N)=O)[C@@H](C)CC,0
7817,16,lipid bilayer,O=C(N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(N)=O)[C@@H](C)CC)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](Cc1c[NH]c2ccccc21)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)CC(C)C)[C@@H](C)O)Cc1c[NH]c2ccccc21,1
7818,16,lipid bilayer,[NH2+]=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@H](C(N)=O)[C@@H](C)CC)[C@@H](C)O,1
7819,21,lipid bilayer,O=C(N[C@@H](CCCC[NH3+])C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCC[NH3+])C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCC[NH3+])C(=O)NCC(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCC[NH3+])C([O-])=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])CO)C(C)C,1
7826,13,lipid bilayer,[NH2+]=C(N)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCNC(=[NH2+])N)NC(=O)[C@H](CCCCNC(=[NH2+])N)NC(=O)[C@@H]([NH3+])C(C)C)C(=O)N[C@@H](CCCCNC(=[NH2+])N)C(N)=O,1
7831,13,lipid bilayer,O=C(N[C@@H](CC[NH3+])C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC[NH3+])C(=O)N[C@@H](CC[NH3+])C(N)=O)[C@H](CC[NH3+])NC(=O)[C@@H]([NH3+])C(C)C,1
7852,10,lipid bilayer,O=C(NCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(N)=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CO)NC(=O)[C@@H]([NH3+])[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)O,0
7914,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCC)C(N)=O,0
7915,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCC)C(N)=O,0
7916,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCC(C)C)C(N)=O,0
7917,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCCCC)C(N)=O,0
7925,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCCCCCCC)C(N)=O,0
7927,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCCCCCCCCC)C(N)=O,1
7946,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCCCCCCCCCCCCC)C(N)=O,0
7948,3,lipid bilayer,NC(=O)[C@H](CCCC[NH3+])NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCCCCCCCCCO,0
7953,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(N)=O,0
7957,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(N)=O,0
7966,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)C(N)=O,0
7967,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(N)=O,0
7968,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCC)C(N)=O,0
7969,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCC)C(N)=O,0
7970,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCC(C)C)C(N)=O,0
7971,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCCCC)C(N)=O,0
7972,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCCCCCCC)C(N)=O,0
7973,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCCCCCCCCC)C(N)=O,1
7974,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCCCCCCCCCCCCC)C(N)=O,0
7988,3,lipid bilayer,NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)CCCCCCCCCCCCCCCO,0
7990,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(N)=O,0
7991,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(N)=O,0
7992,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)C(N)=O,0
7993,3,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(N)=O,0
8018,21,lipid bilayer,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]([NH3+])C)Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)CC,1
8019,21,lipid bilayer,CC(C)C[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](C)NC(=O)[C@H]([NH3+])C)[C@H](C)CC)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@@H](C(=O)N[C@H](CC(C)C)C(N)=O)[C@H](C)CC,1
8020,21,lipid bilayer,O=C(N[C@@H](C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)CC)[C@H](CC(C)C)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@@H]([NH3+])C)[C@@H](C)CC,1
8021,21,lipid bilayer,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@@H]([NH3+])C)C(=O)NCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)CC,1
8022,21,lipid bilayer,CC(C)C[C@@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@H]1CCCN1C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H]([NH3+])C)[C@H](C)CC)C(=O)N[C@H](C)C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](CC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](CCCC[NH3+])C(=O)N[C@@H](C(=O)N[C@H](CC(C)C)C(N)=O)[C@H](C)CC,0
8074,10,lipid bilayer,NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H]([NH3+])[C@@H](C)CC)Cc1ccccc1)[C@@H](C)CC,1
8075,14,lipid bilayer,O=C(N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@H](C(N)=O)[C@@H](C)CC)[C@@H](C)CC)[C@@H]([NH3+])[C@@H](C)CC,1
8076,10,lipid bilayer,[NH2+]=C(N)NCCC[C@H](NC(=O)[C@@H]([NH3+])Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N,1
